Código do Pedido;Nome do destino;UF do destino;Código do serviço;Valor;Prazo Final
0012406701281;Goianira;GO;JET;13.8;9
0012406701281;Goianira;GO;BPS;19.8;12
0012406116436;Curitiba;PR;JET;10.88;3
0012406116436;Curitiba;PR;BPS;23.59;7
0012406116436;Curitiba;PR;NEX;8.84;2
0012406718075;João Pessoa;PB;JET;13.35;10
0012406718075;João Pessoa;PB;BPS;19.39;12
0012406299114;Brasília;DF;JET;11.42;6
0012406299114;Brasília;DF;BPS;19.86;9
0012406716730;Recife;PE;JET;17.9;7
0012406716730;Recife;PE;BPS;30.81;12
0012406262037;São Paulo;SP;JET;12.36;3
0012406262037;São Paulo;SP;BPS;22.57;11
0012406807110;Belo Horizonte;MG;JET;10.75;5
0012406807110;Belo Horizonte;MG;BPS;21.63;9
0012406991446;Joinville;SC;JET;11.34;2
0012406991446;Joinville;SC;BPS;25.46;7
0012406628543;Morada Nova;CE;JET;16.7;17
0012406628543;Morada Nova;CE;BPS;75.66;14
0012406327158;Jaboatão dos Guararapes;PE;JET;15.05;8
0012406327158;Jaboatão dos Guararapes;PE;BPS;19.8;12
0012406697260;Aparecida de Goiânia;GO;JET;14.08;6
0012406697260;Aparecida de Goiânia;GO;BPS;26.51;10
0012406363376;Niterói;RJ;JET;10.86;5
0012406363376;Niterói;RJ;BPS;34.86;9
0012406676765;Cruz das Almas;BA;JET;19.37;9
0012406676765;Cruz das Almas;BA;BPS;84.96;13
0022406937476;Ribeirão Pires;SP;JET;23.32;5
0022406937476;Ribeirão Pires;SP;BPS;25.99;11
0012406802690;Angra dos Reis;RJ;JET;11;6
0012406802690;Angra dos Reis;RJ;BPS;20.81;10
0012406550505;Jundiaí;SP;JET;9.14;5
0012406550505;Jundiaí;SP;BPS;20.83;10
0012406445103;Rio de Janeiro;RJ;JET;9.81;4
0012406445103;Rio de Janeiro;RJ;BPS;33.69;9
0012406488963;Campina Grande;PB;JET;14.37;10
0012406488963;Campina Grande;PB;BPS;19.45;12
0012406829474;Ituporanga;SC;JET;16.01;4
0012406829474;Ituporanga;SC;BPS;30.12;8
0012406829474;Ituporanga;SC;NEX;11.9;4
0012406524013;Feira de Santana;BA;JET;14.54;7
0012406524013;Feira de Santana;BA;BPS;19.88;11
0012406756380;Rio de Janeiro;RJ;JET;10.87;5
0012406756380;Rio de Janeiro;RJ;BPS;34.03;9
0012406535854;Campinas;SP;JET;11.52;3
0012406535854;Campinas;SP;BPS;21.89;9
0012406625314;Salvador;BA;JET;11.33;7
0012406625314;Salvador;BA;BPS;19.4;11
0012406371042;Guarulhos;SP;JET;10.7;4
0012406371042;Guarulhos;SP;BPS;20.81;11
0012406628439;São Paulo;SP;JET;10.43;3
0012406628439;São Paulo;SP;BPS;20.74;11
0012406800917;Rio de Janeiro;RJ;JET;10.87;5
0012406800917;Rio de Janeiro;RJ;BPS;34.03;9
0012406797432;Saubara;BA;JET;17.07;9
0012406797432;Saubara;BA;BPS;79.63;13
0022406442316;Santa Luzia do Norte;AL;JET;33.35;12
0022406442316;Santa Luzia do Norte;AL;BPS;38.11;13
0012406598832;Simonésia;MG;JET;11.99;8
0012406598832;Simonésia;MG;BPS;21.64;11
0012406683612;Guaçuí;ES;JET;11.17;9
0012406683612;Guaçuí;ES;BPS;20.16;11
0012406769492;Apiacá;ES;JET;12.25;9
0012406769492;Apiacá;ES;BPS;20.55;11
0012406139427;Buenópolis;MG;JET;11.97;7
0012406139427;Buenópolis;MG;BPS;21.63;13
0012406793878;Goiânia;GO;JET;12.89;6
0012406793878;Goiânia;GO;BPS;28.5;10
0012406528514;Salvador;BA;JET;12.14;7
0012406528514;Salvador;BA;BPS;18.26;11
0012406412647;Itauçu;GO;JET;13.05;10
0012406412647;Itauçu;GO;BPS;84.68;11
0012406476058;Brasília;DF;JET;13.99;5
0012406476058;Brasília;DF;BPS;23.06;9
0012406809191;Araxá;MG;JET;13.85;8
0012406809191;Araxá;MG;BPS;23.16;9
0012406576811;Arcos;MG;BPS;20.89;12
0012406854778;Goiânia;GO;JET;13.28;6
0012406854778;Goiânia;GO;BPS;24.05;10
0012406893833;Camboriú;SC;JET;11.05;3
0012406893833;Camboriú;SC;BPS;21.75;7
0012406893833;Camboriú;SC;NEX;9.51;2
0012406923897;Esteio;RS;JET;12.26;4
0012406923897;Esteio;RS;BPS;21.48;9
0012406069093;Poço Verde;SE;JET;22.37;13
0012406069093;Poço Verde;SE;BPS;93.62;13
0022406907123;Itapajé;CE;JET;78.77;13
0022406907123;Itapajé;CE;BPS;136.37;16
0012406946097;Nilópolis;RJ;JET;12.3;6
0012406946097;Nilópolis;RJ;BPS;41.59;9
0012406972030;Avaré;SP;JET;13.13;6
0012406972030;Avaré;SP;BPS;27.27;9
0012406203288;Feira de Santana;BA;JET;14.31;7
0012406203288;Feira de Santana;BA;BPS;18.28;11
0012406373575;Barretos;SP;JET;15.42;5
0012406373575;Barretos;SP;BPS;23.91;9
0012406395355;Cotia;SP;JET;10.37;4
0012406395355;Cotia;SP;BPS;21.22;11
0012406027494;Garanhuns;PE;JET;20.42;11
0012406027494;Garanhuns;PE;BPS;85.39;14
0012406447711;Milagres;CE;JET;21.14;17
0012406447711;Milagres;CE;BPS;92.88;15
0012406175594;Boa Vista;RR;JET;18.04;13
0012406175594;Boa Vista;RR;BPS;19.39;26
0012406107079;Nova Canaã;BA;JET;16.62;10
0012406107079;Nova Canaã;BA;BPS;79.29;13
0012406033998;Guarulhos;SP;JET;12.34;3
0012406033998;Guarulhos;SP;BPS;22.57;11
0012406084408;Bauru;SP;JET;13.36;5
0012406084408;Bauru;SP;BPS;27.18;9
0012406104227;Vitória;ES;JET;10.02;6
0012406104227;Vitória;ES;BPS;19.79;9
0012406808777;Belo Horizonte;MG;JET;10.75;4
0012406808777;Belo Horizonte;MG;BPS;20.81;9
0012406187331;Rio de Janeiro;RJ;JET;13.44;4
0012406187331;Rio de Janeiro;RJ;BPS;39.43;9
0012406540367;Januária;MG;JET;13.67;9
0012406540367;Januária;MG;BPS;35.37;13
0012406208529;Brasília;DF;JET;11.97;5
0012406208529;Brasília;DF;BPS;20.16;9
0012406704438;São Gonçalo;RJ;JET;10.82;7
0012406704438;São Gonçalo;RJ;BPS;34.85;9
0012406326981;Muriaé;MG;JET;13.28;7
0012406326981;Muriaé;MG;BPS;30.25;12
0012406058717;Olinda;PE;JET;16.45;8
0012406058717;Olinda;PE;BPS;20.67;12
0012406088595;São João de Meriti;RJ;JET;13.72;8
0012406088595;São João de Meriti;RJ;BPS;39.49;9
0012406938493;Brumadinho;MG;JET;14.76;7
0012406938493;Brumadinho;MG;BPS;27.17;12
0012406021455;Junqueiro;AL;JET;15.97;12
0012406021455;Junqueiro;AL;BPS;42.76;15
0012406527409;São Paulo;SP;JET;10.71;4
0012406527409;São Paulo;SP;BPS;20.81;11
0012406532213;Joinville;SC;JET;11.43;2
0012406532213;Joinville;SC;BPS;25.36;7
0012406253146;São Paulo;SP;JET;10.71;3
0012406253146;São Paulo;SP;BPS;20.81;11
0012406347045;Itaquaquecetuba;SP;JET;10.99;4
0012406347045;Itaquaquecetuba;SP;BPS;21.64;11
0012406168852;Parnamirim;RN;JET;18.22;11
0012406168852;Parnamirim;RN;BPS;32.15;12
0012406889845;São Paulo;SP;JET;12.93;4
0012406889845;São Paulo;SP;BPS;22.73;11
0012406675505;Arraial D'Ajuda;BA;JET;14.32;9
0012406675505;Arraial D'Ajuda;BA;BPS;66.58;18
0012406789149;Januária;MG;JET;14.47;9
0012406789149;Januária;MG;BPS;35.62;13
0012406157439;Hortolândia;SP;JET;11.23;5
0012406157439;Hortolândia;SP;BPS;21.71;9
0012406988684;Itanhaém;SP;JET;11.98;6
0012406988684;Itanhaém;SP;BPS;26.41;10
0012406375310;Vitória da Conquista;BA;JET;17.46;9
0012406375310;Vitória da Conquista;BA;BPS;31.24;11
0012406209440;Limeira;SP;JET;10.94;5
0012406209440;Limeira;SP;BPS;21.63;9
0012406088181;Neópolis;SE;JET;22.37;22
0012406088181;Neópolis;SE;BPS;93.62;14
0012406316086;Petrolina;PE;JET;16.13;11
0012406316086;Petrolina;PE;BPS;19.79;12
0012406856067;Salvador;BA;JET;12.41;7
0012406856067;Salvador;BA;BPS;19.88;11
0012406273711;Brasília;DF;JET;10.56;5
0012406273711;Brasília;DF;BPS;19.95;9
0012406794775;Rio de Janeiro;RJ;JET;13.14;4
0012406794775;Rio de Janeiro;RJ;BPS;36.72;9
0012406229993;Arcos;MG;JET;12.98;8
0012406229993;Arcos;MG;BPS;23.55;12
0012406724307;Santos;SP;JET;9.65;4
0012406724307;Santos;SP;BPS;20.28;9
0012406165213;Feira de Santana;BA;JET;14.31;7
0012406165213;Feira de Santana;BA;BPS;18.28;11
0012406425358;São João do Cariri;PB;JET;22.5;14
0012406425358;São João do Cariri;PB;BPS;94.34;18
0012406797865;Feira de Santana;BA;JET;17.58;8
0012406797865;Feira de Santana;BA;BPS;29.29;11
0012406354149;Santana de Parnaíba;SP;JET;15.89;4
0012406354149;Santana de Parnaíba;SP;BPS;23.5;11
0012406600284;Martins;RN;JET;14.44;17
0012406600284;Martins;RN;BPS;88.78;14
0012406719966;Londrina;PR;JET;9.65;5
0012406719966;Londrina;PR;BPS;19.85;9
0012406983665;Três Corações;MG;JET;12.13;7
0012406983665;Três Corações;MG;BPS;21.63;10
0012406050360;Santana de Parnaíba;SP;JET;15.94;4
0012406050360;Santana de Parnaíba;SP;BPS;23.51;11
0012406539626;Viçosa;MG;JET;13.97;8
0012406539626;Viçosa;MG;BPS;30.28;12
0012406614997;Arraial D'Ajuda;BA;JET;16.12;9
0012406614997;Arraial D'Ajuda;BA;BPS;79.27;18
0012406152259;Sete Lagoas;MG;JET;12.03;6
0012406152259;Sete Lagoas;MG;BPS;26.34;10
0022406980960;São José dos Campos;SP;JET;22.54;4
0022406980960;São José dos Campos;SP;BPS;27.68;9
0012406123503;Quixadá;CE;JET;27.72;13
0012406123503;Quixadá;CE;BPS;95.38;16
0022406184375;Macaé;RJ;JET;22.14;6
0022406184375;Macaé;RJ;BPS;30.51;9
0012406671467;Caraúbas;PB;JET;15.33;14
0012406671467;Caraúbas;PB;BPS;75.68;18
0012406035383;Porto Velho;RO;JET;20.78;13
0012406035383;Porto Velho;RO;BPS;61.77;18
0012406133671;Jurema;PE;JET;32.66;22
0012406133671;Jurema;PE;BPS;97.26;15
0012406891897;Brasília;DF;JET;26.98;6
0012406891897;Brasília;DF;BPS;26.18;9
0012406510390;Guarulhos;SP;JET;12;3
0012406510390;Guarulhos;SP;BPS;22.47;11
0012406850471;Ananindeua;PA;JET;25.51;14
0012406850471;Ananindeua;PA;BPS;35.18;13
0012406544626;Duque de Caxias;RJ;JET;10.82;5
0012406544626;Duque de Caxias;RJ;BPS;34.85;9
0012406003862;São Paulo;SP;JET;17.55;3
0012406003862;São Paulo;SP;BPS;24.06;11
0012406530269;Paraty;RJ;JET;17.29;7
0012406530269;Paraty;RJ;BPS;26.11;11
0012406297945;Goiânia;GO;JET;11.23;6
0012406297945;Goiânia;GO;BPS;18.2;10
0012406246644;Brasília;DF;JET;18.74;5
0012406246644;Brasília;DF;BPS;23.88;9
0012406254156;Maranguape;CE;JET;20.87;12
0012406254156;Maranguape;CE;BPS;35.02;12
0012406472582;Ponta Grossa;PR;JET;10.22;5
0012406472582;Ponta Grossa;PR;BPS;20.17;9
0012406470888;São Sebastião;SP;JET;12.67;6
0012406470888;São Sebastião;SP;BPS;27.04;12
0012406788423;São José do Rio Preto;SP;JET;11.48;5
0012406788423;São José do Rio Preto;SP;BPS;26.62;8
0012406935863;Ribeirão Preto;SP;JET;10.02;4
0012406935863;Ribeirão Preto;SP;BPS;20.58;9
0012406636441;Jequié;BA;JET;14.34;9
0012406636441;Jequié;BA;BPS;66.6;13
0012406191410;Formosa;GO;JET;14.37;9
0012406191410;Formosa;GO;BPS;97.65;10
0012406547906;Pitangueiras;SP;JET;10.74;5
0012406547906;Pitangueiras;SP;BPS;21.49;10
0012406086752;Cuiabá;MT;JET;13.78;8
0012406086752;Cuiabá;MT;BPS;30.5;10
0012406255546;Macapá;AP;JET;25.53;14
0012406255546;Macapá;AP;BPS;106.93;20
0022406097186;Lagoa Santa;MG;JET;31.83;7
0022406097186;Lagoa Santa;MG;BPS;47.85;11
0012406543627;Belo Horizonte;MG;JET;11.57;5
0012406543627;Belo Horizonte;MG;BPS;28.77;9
0012406471194;Governador Valadares;MG;JET;11.72;6
0012406471194;Governador Valadares;MG;BPS;28.61;9
0012406678712;Goiânia;GO;JET;12.69;6
0012406678712;Goiânia;GO;BPS;23.6;10
0012406096256;Indaiatuba;SP;JET;14.26;5
0012406096256;Indaiatuba;SP;BPS;25.65;9
0012406066298;Rio de Janeiro;RJ;JET;12.7;4
0012406066298;Rio de Janeiro;RJ;BPS;39.22;9
0012406772576;São João de Meriti;RJ;JET;10.85;7
0012406772576;São João de Meriti;RJ;BPS;33.99;9
0012406584709;Franca;SP;JET;11.72;5
0012406584709;Franca;SP;BPS;26.9;9
0012406925831;Itaboraí;RJ;JET;11.35;8
0012406925831;Itaboraí;RJ;BPS;34.81;9
0012406639443;Fortaleza;CE;JET;17.68;9
0012406639443;Fortaleza;CE;BPS;31.69;12
0012406165479;Canindé;CE;JET;16.6;13
0012406165479;Canindé;CE;BPS;75.56;16
0012406372419;Paulo Afonso;BA;JET;19.19;9
0012406372419;Paulo Afonso;BA;BPS;84.83;15
0012406241584;Barretos;SP;JET;12.19;5
0012406241584;Barretos;SP;BPS;23.02;9
0012406287335;Janaúba;MG;JET;17.91;9
0012406287335;Janaúba;MG;BPS;36.68;12
0012406902154;Blumenau;SC;JET;10.7;2
0012406902154;Blumenau;SC;BPS;23.35;8
0012406902154;Blumenau;SC;NEX;9.5;2
0012406305757;Limoeiro do Norte;CE;JET;20.96;17
0012406305757;Limoeiro do Norte;CE;BPS;92.72;14
0012406497768;Licínio de Almeida;BA;JET;16.62;10
0012406497768;Licínio de Almeida;BA;BPS;79.29;13
0012406070379;Cotia;SP;JET;12.7;4
0012406070379;Cotia;SP;BPS;22.8;11
0012406833066;Belém;PA;JET;19.11;13
0012406833066;Belém;PA;BPS;35.19;13
0012406564611;Brasília;DF;JET;16.31;5
0012406564611;Brasília;DF;BPS;29.83;9
0012406934377;Rio das Ostras;RJ;JET;11.35;7
0012406934377;Rio das Ostras;RJ;BPS;21.59;9
0012406396227;Sumaré;SP;JET;14.26;5
0012406396227;Sumaré;SP;BPS;25.65;9
0012406598321;Nova Iguaçu;RJ;JET;11.6;6
0012406598321;Nova Iguaçu;RJ;BPS;41.57;9
0012406158446;Uberlândia;MG;JET;11.61;7
0012406158446;Uberlândia;MG;BPS;24.21;8
0012406776659;Recife;PE;JET;17.81;8
0012406776659;Recife;PE;BPS;30.78;12
0012406205167;Jaguapitã;PR;JET;15.69;7
0012406205167;Jaguapitã;PR;BPS;27.8;13
0012406620696;Cruz das Almas;BA;JET;17.02;9
0012406620696;Cruz das Almas;BA;BPS;79.66;13
0012406524392;Belo Horizonte;MG;JET;12.6;5
0012406524392;Belo Horizonte;MG;BPS;29.07;9
0012406578240;Rio de Janeiro;RJ;JET;10.73;4
0012406578240;Rio de Janeiro;RJ;BPS;33.99;9
0012406079866;São Paulo;SP;JET;12.5;3
0012406079866;São Paulo;SP;BPS;22.61;11
0012406991312;São Paulo;SP;JET;10.64;3
0012406991312;São Paulo;SP;BPS;20.79;11
0012406246609;Socorro;SP;JET;12.47;6
0012406246609;Socorro;SP;BPS;25.27;9
0012406276416;São Luís;MA;JET;19.17;11
0012406276416;São Luís;MA;BPS;32.2;20
0012406459813;Três Lagoas;MS;JET;17.42;12
0012406459813;Três Lagoas;MS;BPS;27.26;10
0012406422239;Petrópolis;RJ;JET;17.36;6
0012406422239;Petrópolis;RJ;BPS;43.08;9
0012406319637;Rio de Janeiro;RJ;JET;10.87;4
0012406319637;Rio de Janeiro;RJ;BPS;34.03;9
0012406874556;São Paulo;SP;JET;10.56;3
0012406874556;São Paulo;SP;BPS;20.77;11
0012406334004;Marília;SP;JET;11.67;5
0012406334004;Marília;SP;BPS;27;9
0012406279120;Santarém;PA;JET;26.44;18
0012406279120;Santarém;PA;BPS;204.43;21
0012406721867;Itupeva;SP;JET;14.75;6
0012406721867;Itupeva;SP;BPS;25.97;10
0012406220929;Ituberá;BA;JET;16.62;10
0012406220929;Ituberá;BA;BPS;79.29;13
0012406467769;Governador Valadares;MG;JET;11.76;6
0012406467769;Governador Valadares;MG;BPS;28.62;9
0012406611119;São José do Rio Preto;SP;JET;11.48;5
0012406611119;São José do Rio Preto;SP;BPS;26.62;8
0012406009558;Recife;PE;JET;17.85;7
0012406009558;Recife;PE;BPS;30.79;12
0012406336090;Ilhéus;BA;JET;14.32;10
0012406336090;Ilhéus;BA;BPS;38.97;13
0012406900221;Cariacica;ES;JET;13.54;6
0012406900221;Cariacica;ES;BPS;26.55;9
0012406719673;Campos dos Goytacazes;RJ;JET;14.87;6
0012406719673;Campos dos Goytacazes;RJ;BPS;27.58;10
0012406073518;Rio Claro;SP;JET;11.58;5
0012406073518;Rio Claro;SP;BPS;21.79;9
0012406994061;Jandira;SP;JET;14.13;4
0012406994061;Jandira;SP;BPS;22.99;11
0012406081756;Mantena;MG;JET;11.01;8
0012406081756;Mantena;MG;BPS;21.18;13
0012406834091;Fortaleza;CE;JET;17.66;9
0012406834091;Fortaleza;CE;BPS;31.67;12
0012406965029;Moema;MG;JET;12.87;8
0012406965029;Moema;MG;BPS;23.49;13
0012406371974;Rio das Ostras;RJ;JET;15.09;7
0012406371974;Rio das Ostras;RJ;BPS;30.51;9
0012406455253;Jaboatão dos Guararapes;PE;JET;17.88;8
0012406455253;Jaboatão dos Guararapes;PE;BPS;30.78;12
0012406443199;Cariacica;ES;JET;11.39;6
0012406443199;Cariacica;ES;BPS;25.66;9
0012406204546;Teresópolis;RJ;JET;13.24;7
0012406204546;Teresópolis;RJ;BPS;29.45;11
0012406951740;Aracruz;ES;JET;12.63;9
0012406951740;Aracruz;ES;BPS;25.67;10
0012406947389;Natal;RN;JET;17.46;9
0012406947389;Natal;RN;BPS;31.87;12
0012406984521;São José da Lapa;MG;JET;11.96;7
0012406984521;São José da Lapa;MG;BPS;21.62;11
0012406586826;Campo Grande;MS;JET;13.31;10
0012406586826;Campo Grande;MS;BPS;24.13;10
0012406954140;Serra;ES;JET;11.15;7
0012406954140;Serra;ES;BPS;23.25;9
0012406614653;São Lourenço;MG;JET;14.88;8
0012406614653;São Lourenço;MG;BPS;28.21;10
0012406790735;Teresina;PI;JET;18.8;11
0012406790735;Teresina;PI;BPS;30.81;19
0012406680794;Criciúma;SC;JET;11.17;3
0012406680794;Criciúma;SC;BPS;23.8;7
0012406797832;Teresina;PI;JET;18.8;10
0012406797832;Teresina;PI;BPS;30.81;19
0012406733418;Brasília;DF;JET;13.35;6
0012406733418;Brasília;DF;BPS;22.87;9
0012406080694;Curitiba;PR;JET;10.69;3
0012406080694;Curitiba;PR;BPS;23.48;7
0012406080694;Curitiba;PR;NEX;8.72;2
0012406120902;Itapira;SP;JET;12.13;6
0012406120902;Itapira;SP;BPS;25.06;9
0012406823024;São Roque;SP;JET;10.14;5
0012406823024;São Roque;SP;BPS;21.08;9
0012406222017;Colatina;ES;JET;11;8
0012406222017;Colatina;ES;BPS;19.67;9
0012406526572;São Gonçalo;RJ;JET;11.65;7
0012406526572;São Gonçalo;RJ;BPS;41.59;9
0012406768582;Belo Horizonte;MG;JET;11.04;5
0012406768582;Belo Horizonte;MG;BPS;21.71;9
0012406846908;Rio de Janeiro;RJ;JET;11.69;4
0012406846908;Rio de Janeiro;RJ;BPS;38.94;9
0012406905306;Vitória;ES;JET;9.8;6
0012406905306;Vitória;ES;BPS;19.66;9
0012406337240;Feira de Santana;BA;JET;15.98;7
0012406337240;Feira de Santana;BA;BPS;30.72;11
0012406346931;São Luís;MA;JET;19.37;12
0012406346931;São Luís;MA;BPS;32.28;20
0012406497448;Brasília;DF;JET;12.24;5
0012406497448;Brasília;DF;BPS;20.24;9
0012406158193;Alagoinhas;BA;JET;16.13;9
0012406158193;Alagoinhas;BA;BPS;79.28;15
0012406579542;Salvador;BA;JET;13.55;8
0012406579542;Salvador;BA;BPS;30.74;11
0012406242381;Canaã dos Carajás;PA;JET;26.72;19
0012406242381;Canaã dos Carajás;PA;BPS;204.45;22
0012406183329;Ponte Nova;MG;JET;12.91;8
0012406183329;Ponte Nova;MG;BPS;26.25;12
0012406525248;Sarzedo;MG;JET;11.2;7
0012406525248;Sarzedo;MG;BPS;21.3;10
0012406719103;Barra dos Coqueiros;SE;JET;21.63;13
0012406719103;Barra dos Coqueiros;SE;BPS;34.66;14
0012406274840;Belo Horizonte;MG;JET;10.26;5
0012406274840;Belo Horizonte;MG;BPS;21.35;9
0012406325595;São Luís;MA;JET;22.91;12
0012406325595;São Luís;MA;BPS;32.92;20
0012406792887;Sorocaba;SP;JET;11.48;4
0012406792887;Sorocaba;SP;BPS;22.28;9
0012406723480;Santana de Parnaíba;SP;JET;9.94;4
0012406723480;Santana de Parnaíba;SP;BPS;21.07;11
0012406974274;Ribeirão Preto;SP;JET;11.48;4
0012406974274;Ribeirão Preto;SP;BPS;24.94;9
0012406002004;Lavras;MG;JET;9.99;7
0012406002004;Lavras;MG;BPS;21.04;10
0012406755237;Belo Horizonte;MG;JET;11.52;5
0012406755237;Belo Horizonte;MG;BPS;28.76;9
0012406532768;Campinas;SP;JET;10.75;4
0012406532768;Campinas;SP;BPS;20.83;9
0012406115654;Londrina;PR;JET;10.77;5
0012406115654;Londrina;PR;BPS;25.51;9
0012406922377;Arapiraca;AL;JET;18.71;11
0012406922377;Arapiraca;AL;BPS;92.6;13
0012406258288;São Miguel do Araguaia;GO;JET;14.88;18
0012406258288;São Miguel do Araguaia;GO;BPS;97.4;13
0012406597770;Niterói;RJ;JET;13.74;5
0012406597770;Niterói;RJ;BPS;42.2;9
0012406348604;Cuiabá;MT;JET;12.49;8
0012406348604;Cuiabá;MT;BPS;19.9;10
0012406828853;Itapeva;SP;JET;11.16;5
0012406828853;Itapeva;SP;BPS;21.6;13
0012406712623;Cabreúva;SP;JET;12.47;6
0012406712623;Cabreúva;SP;BPS;25.27;10
0012406943226;Pinhais;PR;JET;10.86;3
0012406943226;Pinhais;PR;BPS;20.99;8
0012406943226;Pinhais;PR;NEX;8.38;3
0012406325824;São Gonçalo;RJ;JET;10.36;8
0012406325824;São Gonçalo;RJ;BPS;34.7;9
0012406644682;Linhares;ES;JET;10.42;8
0012406644682;Linhares;ES;BPS;20.33;10
0012406283259;Campinas;SP;JET;11.75;4
0012406283259;Campinas;SP;BPS;22.68;9
0012406171700;São Vicente Ferrer;PE;JET;19.68;22
0012406171700;São Vicente Ferrer;PE;BPS;85.69;14
0012406336845;Madre de Deus;BA;JET;16.62;9
0012406336845;Madre de Deus;BA;BPS;33.95;11
0012406685971;Duque de Caxias;RJ;JET;9.41;5
0012406685971;Duque de Caxias;RJ;BPS;34.3;9
0012406470879;Campinas;SP;JET;11.52;3
0012406470879;Campinas;SP;BPS;21.89;9
0012406774954;Brasília;DF;JET;14.13;5
0012406774954;Brasília;DF;BPS;23.1;9
0012406312018;Rondonópolis;MT;JET;18.66;10
0012406312018;Rondonópolis;MT;BPS;31.6;10
0012406627729;Braço do Rio;ES;JET;13.22;9
0012406627729;Braço do Rio;ES;BPS;26.67;13
0012406509348;Monte Mor;SP;JET;11.98;5
0012406509348;Monte Mor;SP;BPS;24.97;9
0012406802387;Nova Canaã;BA;JET;16.72;10
0012406802387;Nova Canaã;BA;BPS;79.37;13
0012406834805;Jaboatão dos Guararapes;PE;JET;14.87;9
0012406834805;Jaboatão dos Guararapes;PE;BPS;19.74;12
0012406320214;Ourinhos;SP;JET;11.44;6
0012406320214;Ourinhos;SP;BPS;21.63;10
0012406457329;Maripá de Minas;MG;JET;11.93;8
0012406457329;Maripá de Minas;MG;BPS;21.6;12
0012406980977;São João do Cariri;PB;JET;22.5;14
0012406980977;São João do Cariri;PB;BPS;94.34;18
0012406527524;Várzea Paulista;SP;JET;11.44;6
0012406527524;Várzea Paulista;SP;BPS;21.63;10
0012406643686;Ladainha;MG;JET;10.88;8
0012406643686;Ladainha;MG;BPS;21.11;16
0012406834985;Parnaíba;PI;JET;18.26;15
0012406834985;Parnaíba;PI;BPS;92.98;28
0012406032381;Peruíbe;SP;JET;16.09;6
0012406032381;Peruíbe;SP;BPS;27.9;13
0012406900556;Goiânia;GO;JET;10.83;6
0012406900556;Goiânia;GO;BPS;18.12;10
0012406713308;Ipiaú;BA;JET;14.62;9
0012406713308;Ipiaú;BA;BPS;66.54;13
0012406881929;Brasília;DF;JET;11.83;6
0012406881929;Brasília;DF;BPS;20.12;9
0012406923790;São Paulo;SP;JET;10.53;4
0012406923790;São Paulo;SP;BPS;20.76;11
0012406877196;São José;SC;JET;10.14;2
0012406877196;São José;SC;BPS;22.56;7
0012406098761;Santos;SP;JET;11.42;5
0012406098761;Santos;SP;BPS;23.87;9
0012406989268;Rifaina;SP;JET;12.95;6
0012406989268;Rifaina;SP;BPS;29.91;12
0012406531189;Rio de Janeiro;RJ;JET;11.65;4
0012406531189;Rio de Janeiro;RJ;BPS;38.92;9
0012406027650;Artur Nogueira;SP;JET;13.42;5
0012406027650;Artur Nogueira;SP;BPS;25.54;9
0012406335428;Alfenas;MG;JET;11.99;7
0012406335428;Alfenas;MG;BPS;21.59;10
0012406507976;Pirenópolis;GO;JET;13.66;11
0012406507976;Pirenópolis;GO;BPS;84.96;12
0012406666285;Belo Jardim;PE;JET;19.59;11
0012406666285;Belo Jardim;PE;BPS;85.02;15
0012406681610;Santa Maria;RS;JET;11.36;4
0012406681610;Santa Maria;RS;BPS;20.52;9
0012406519463;Guarulhos;SP;JET;11.48;3
0012406519463;Guarulhos;SP;BPS;22.33;11
0012406814343;Areal;RJ;JET;13.16;7
0012406814343;Areal;RJ;BPS;41.88;11
0012406920692;Carapicuíba;SP;JET;11.67;4
0012406920692;Carapicuíba;SP;BPS;22.5;11
0012406649134;São Paulo;SP;JET;11.7;3
0012406649134;São Paulo;SP;BPS;21.66;11
0012406974667;Lago da Pedra;MA;JET;22.39;15
0012406974667;Lago da Pedra;MA;BPS;95.42;18
0012406516729;Montes Claros;MG;JET;11.72;7
0012406516729;Montes Claros;MG;BPS;31.48;9
0012406635752;Campos dos Goytacazes;RJ;JET;12.03;6
0012406635752;Campos dos Goytacazes;RJ;BPS;26.78;10
0012406697666;Niterói;RJ;JET;10.67;5
0012406697666;Niterói;RJ;BPS;34.81;9
0012406702525;São Paulo;SP;JET;10.33;3
0012406702525;São Paulo;SP;BPS;20.71;11
0012406440256;Lauro de Freitas;BA;JET;21.04;9
0012406440256;Lauro de Freitas;BA;BPS;35.36;11
0012406748247;Pirapora;MG;JET;10.07;9
0012406748247;Pirapora;MG;BPS;20.82;12
0012406589295;Recife;PE;JET;17.81;8
0012406589295;Recife;PE;BPS;30.78;12
0012406104610;Presidente Epitácio;SP;JET;11.98;7
0012406104610;Presidente Epitácio;SP;BPS;23.7;11
0012406269248;Barcelos;RJ;JET;12.6;7
0012406269248;Barcelos;RJ;BPS;29.44;15
0012406800131;Ibatiba;ES;JET;13.66;9
0012406800131;Ibatiba;ES;BPS;25.05;11
0012406067497;Anápolis;GO;JET;13.15;9
0012406067497;Anápolis;GO;BPS;97.55;10
0012406717402;São João Nepomuceno;MG;JET;12.78;7
0012406717402;São João Nepomuceno;MG;BPS;29.99;12
0012406839776;Paracambi;RJ;JET;12;7
0012406839776;Paracambi;RJ;BPS;23.81;11
0012406332570;Goitacazes;RJ;BPS;29.49;13
0012406408252;São Paulo;SP;JET;12.42;3
